ISIC_0000000,3062.0078,11.072101,8548.788,7.4527671651670255,3062.0078,2.5092213,3917.9436,7.4527671651670255,3062.0078,3.6461678,5255.59,7.4527671651670255
ISIC_0000001,3062.0078,3.397858,7988.162,5.510876146385429,3062.0078,4.044829,9382.722,5.510876146385429,3062.0078,3.8720713,9797.006,5.510876146385429
ISIC_0000002,3062.0078,2.4508665,3585.56,7.554522278194516,3062.0078,1.644359,3643.3252,7.554522278194516,3062.0078,3.2304983,6518.2993,7.554522278194516
ISIC_0000003,3062.0078,3.711031,5691.3345,6.659568089588437,3062.0078,3.9030569,6005.967,6.659568089588437,3062.0078,4.316494,7097.3594,6.659568089588437
ISIC_0000004,3062.0078,14.308251,15208.718,5.868883057587554,3062.0078,14.298472,15208.825,5.868883057587554,3062.0078,14.134465,15268.855,5.868883057587554
ISIC_0000006,3062.0078,2.0627787,4752.178,6.980501952405445,3062.0078,2.8659961,6342.801,6.980501952405445,3062.0078,3.3839629,7694.5874,6.980501952405445
ISIC_0000007,3062.0078,2.1234875,4980.5537,7.258167131716962,3062.0078,3.1065717,6389.421,7.258167131716962,3062.0078,3.3382132,7527.6396,7.258167131716962
ISIC_0000008,3062.0078,2.1982548,4295.084,6.880354905679742,3062.0078,2.8465242,4806.9385,6.880354905679742,3062.0078,3.8746388,7156.7075,6.880354905679742
ISIC_0000009,3062.0078,1.8059964,4058.557,6.783399169279252,3062.0078,1.9578636,4504.416,6.783399169279252,3062.0078,2.4436507,5798.564,6.783399169279252
ISIC_0000010,3062.0078,3.0078433,7278.4517,5.657036152960688,3062.0078,3.5206764,8103.0605,5.657036152960688,3062.0078,3.8969429,9135.656,5.657036152960688
ISIC_0000011,3062.0078,1.8679376,3735.662,6.978126644392188,3062.0078,2.0435376,4133.2886,6.978126644392188,3062.0078,2.496843,5216.1753,6.978126644392188
ISIC_0000012,3062.0078,1.7648853,5182.6655,6.325936820130197,3062.0078,2.0765955,5685.484,6.325936820130197,3062.0078,2.86424,7416.836,6.325936820130197
ISIC_0000013,3062.0078,2.4738877,5468.4136,6.4414625745206715,3062.0078,2.8813372,6093.1147,6.4414625745206715,3062.0078,3.7286148,7414.835,6.4414625745206715
ISIC_0000014,3062.0078,1.6065176,3996.6836,6.529627964955984,3062.0078,3.082969,6179.557,6.529627964955984,3062.0078,3.4516516,7724.1064,6.529627964955984
ISIC_0000015,3062.0078,1.765383,3897.8276,6.865170980979803,3062.0078,2.8049364,5382.748,6.865170980979803,3062.0078,3.1711488,6632.978,6.865170980979803
ISIC_0000016,3062.0078,11.953769,18501.625,6.403714179807015,3062.0078,4.242702,7959.9155,6.403714179807015,3062.0078,5.196308,10808.566,6.403714179807015
ISIC_0000017_downsampled,3072.0,3.0813837,6944.3657,5.878861563364319,3072.0,3.5996265,8131.9766,5.878861563364319,3072.0,4.0690355,9472.38,5.878861563364319
ISIC_0000018_downsampled,3072.0,3.0751693,6285.6855,6.079716989608899,3072.0,3.1724365,6580.4062,6.079716989608899,3072.0,3.7671475,8634.003,6.079716989608899
ISIC_0000019_downsampled,3072.0,2.7427924,5201.3228,6.559480486052731,3072.0,3.2982607,5958.081,6.559480486052731,3072.0,4.3618345,7879.889,6.559480486052731
ISIC_0000020_downsampled,3072.0,2.5635865,5651.5273,6.824671954813355,3072.0,2.744178,6198.0537,6.824671954813355,3072.0,3.0881577,7420.2183,6.824671954813355
ISIC_0000021_downsampled,3072.0,2.0550258,4774.926,6.590964774570344,3072.0,2.1687665,5550.6196,6.590964774570344,3072.0,3.2979352,8146.0293,6.590964774570344
ISIC_0000022_downsampled,3072.0,2.731925,5084.5303,6.474552802715511,3072.0,2.739863,5724.3467,6.474552802715511,3072.0,2.8719397,6983.039,6.474552802715511
ISIC_0000023_downsampled,3072.0,3.2197697,6836.391,5.9010748416594225,3072.0,3.4016528,7547.534,5.9010748416594225,3072.0,4.4258366,10234.139,5.9010748416594225
ISIC_0000024_downsampled,3072.0,2.584331,6612.351,5.518976614814869,3072.0,2.9942873,7658.7524,5.518976614814869,3072.0,4.244829,11155.243,5.518976614814869
ISIC_0000025_downsampled,3072.0,2.6173463,5723.642,6.855449921160967,3072.0,2.6873164,6211.8257,6.855449921160967,3072.0,3.5010624,9204.121,6.855449921160967
ISIC_0000026_downsampled,3072.0,3.0352743,5972.09,6.1082217778014885,3072.0,2.9317677,6452.006,6.1082217778014885,3072.0,3.9228685,9756.669,6.1082217778014885
ISIC_0000027_downsampled,3072.0,3.4926918,7619.4834,5.812941952120474,3072.0,3.622157,8167.582,5.812941952120474,3072.0,3.739219,9243.887,5.812941952120474
ISIC_0000028_downsampled,3072.0,3.1538932,6624.8374,6.174167048840677,3072.0,3.1035721,6519.5186,6.174167048840677,3072.0,3.7991846,7866.0903,6.174167048840677
ISIC_0000029_downsampled,3072.0,2.114948,4638.4272,6.8282247662316005,3072.0,2.4306319,4891.659,6.8282247662316005,3072.0,4.318089,6750.7817,6.8282247662316005
ISIC_0000030_downsampled,3076.0,1.0595982,2645.1802,7.5289379990958265,3076.0,1.022595,2571.2102,7.5289379990958265,3076.0,1.4921124,3309.5222,7.5289379990958265
ISIC_0000031_downsampled,3072.0,1.5283896,3206.652,7.2157042215764555,3072.0,1.6387986,3502.4778,7.2157042215764555,3072.0,2.1450205,4568.528,7.2157042215764555
ISIC_0000032_downsampled,3072.0,2.42274,4475.6865,6.5835575430405395,3072.0,2.6336834,5244.3906,6.5835575430405395,3072.0,3.2823994,7401.062,6.5835575430405395
ISIC_0000034_downsampled,3072.0,1.6256312,3950.7925,7.201947980998251,3072.0,2.9222481,6077.5083,7.201947980998251,3072.0,4.1628184,8207.612,7.201947980998251
ISIC_0000035_downsampled,3072.0,8.039961,5342.405,7.269306058272666,3072.0,1.2482378,3552.6125,7.269306058272666,3072.0,2.7225173,6084.6807,7.269306058272666
ISIC_0000036_downsampled,3072.0,7.3594465,7613.1914,7.011583845064319,3072.0,9.180602,6668.494,7.011583845064319,3072.0,8.246899,6924.3223,7.011583845064319
